Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
EQR,Equity Residential,67.94,24955262680.58,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/eqr
EQS,"Equus Total Return, Inc.",2.28,30821372.88,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eqs
ERA,"Era Group, Inc.",9.22,196196685.74,n/a,n/a,Transportation,Transportation Services,http://www.nasdaq.com/symbol/era
EROS,Eros International PLC,9.15,555954686.25,n/a,2013,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/eros
ESE,ESCO Technologies Inc.,53.55,1383367967.1,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/ese
ESNT,Essent Group Ltd.,38.4,3587447078.4,n/a,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/esnt
ESS,"Essex Property Trust, Inc.",265.65,17530172305.8,n/a,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ess
EL,"Estee Lauder Companies, Inc. (The)",106.5,39174143571,n/a,1995,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/el
ESL,Esterline Technologies Corporation,82.05,2459440380.9,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/esl
ETH,Ethan Allen Interiors Inc.,27.8,763032577,n/a,1993,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/eth
EURN,Euronav NV,7.7,1225908907.3,n/a,2015,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/eurn
EEA,"European Equity Fund, Inc. (The)",9.46,77789580,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eea
EVR,Evercore Partners Inc,75.1,2947936423.1,n/a,2006,Finance,Investment Managers,http://www.nasdaq.com/symbol/evr
RE,"Everest Re Group, Ltd.",260.24,10686434724.08,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/re
EVRI,Everi Holdings Inc.,7.52,502223764,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/evri
ES,Eversource Energy,63.08,19989156768.64,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/es
EVTC,"Evertec, Inc.",18.95,1371625729.75,n/a,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/evtc
EVH,"Evolent Health, Inc",17.3,1337148278.4,n/a,2015,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/evh
XCO,EXCO Resources NL,1.94,42002264.88,n/a,2006,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/xco
EXC,Exelon Corporation,38.3,36771366493.4,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/exc
EXPR,"Express, Inc.",6.56,516896420.16,n/a,2010,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/expr
STAY,"Extended Stay America, Inc.",18.88,3631481756.16,n/a,2013,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/stay
EXTN,Exterran Corporation,26.86,961413571.16,n/a,2015,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/extn
EXR,Extra Space Storage Inc,76.9,9689408766.6,n/a,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/exr
XOM,Exxon Mobil Corporation,76.72,325070759124.16,n/a,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/xom
FNB,F.N.B. Corporation,12.94,4182564665.22,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fnb
FNB^E,F.N.B. Corporation,29.8046,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fnb^e
FN,Fabrinet,38.53,1439690518.79,n/a,2010,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/fn
FDS,FactSet Research Systems Inc.,159.27,6247889589.03,n/a,1996,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/fds
FICO,Fair Isaac Corporation,138.38,4238598081.3,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/fico
FMSA,Fairmount Santrol Holdings Inc.,2.58,578127878.34,n/a,2014,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/fmsa
SFUN,Fang Holdings Limited,3.66,1617072893.7,n/a,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/sfun
FPI,Farmland Partners Inc.,8.63,284340998.36,n/a,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/fpi
FPI^B,Farmland Partners Inc.,26.9499,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fpi^b
FBK,FB Financial Corporation,34.72,1058607314.24,n/a,2016,Finance,Major Banks,http://www.nasdaq.com/symbol/fbk
FFG,"FBL Financial Group, Inc.",68.95,1718888887.1,n/a,1996,Finance,Life Insurance,http://www.nasdaq.com/symbol/ffg
FCB,"FCB Financial Holdings, Inc.",44,1906768820,n/a,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/fcb
AGM,Federal Agricultural Mortgage Corporation,66.9,709413152.7,n/a,n/a,Finance,Finance Companies,http://www.nasdaq.com/symbol/agm
AGM.A,Federal Agricultural Mortgage Corporation,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agm.a
AGM^A,Federal Agricultural Mortgage Corporation,26.2027,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agm^a
AGM^B,Federal Agricultural Mortgage Corporation,27.17,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agm^b
AGM^C,Federal Agricultural Mortgage Corporation,28.26,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agm^c
FRT,Federal Realty Investment Trust,128.32,9271786879.04,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/frt
FSS,Federal Signal Corporation,18.3,1097041134.9,n/a,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/fss
FII,"Federated Investors, Inc.",26.93,2732180834.02,n/a,1998,Finance,Investment Managers,http://www.nasdaq.com/symbol/fii
FPT,Federated Premier Intermediate Municipal Income Fund,13.64,76191116.76,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/fpt
FMN,Federated Premier Municipal Income Fund,14.82,91734006.78,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/fmn
FDX,FedEx Corporation,207.76,55733544273.12,n/a,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/fdx
FCH,FelCor Lodging Trust Incorporated,7.05,975873358.65,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/fch
FCH^A,FelCor Lodging Trust Incorporated,28.22,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/fch^a
RACE,Ferrari N.V.,114,27980947284,n/a,2015,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/race
FGP,"Ferrellgas Partners, L.P.",4.72,458560578.8,n/a,1994,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/fgp
FOE,Ferro Corporation,19.18,1605253739.46,n/a,n/a,Basic Industries,Paints/Coatings,http://www.nasdaq.com/symbol/foe
FCAU,Fiat Chrysler Automobiles N.V.,14.85,28901603961.45,n/a,2014,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/fcau
FBR,Fibria Celulose S.A.,13.05,7228847130.3,n/a,1997,Basic Industries,Paper,http://www.nasdaq.com/symbol/fbr
FGL,Fidelity and Guaranty Life,31.1,1816997969.2,n/a,2013,Finance,Life Insurance,http://www.nasdaq.com/symbol/fgl
FNF,"Fidelity National Financial, Inc.",48.05,16238693015.45,n/a,2014,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/fnf
FNFV,"Fidelity National Financial, Inc.",16.3,5508651324.7,n/a,2014,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/fnfv
FIS,"Fidelity National Information Services, Inc.",91.34,30362590723.74,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/fis
FMO,Fiduciary/Claymore MLP Opportunity Fund,12.36,435008630.28,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/fmo
FSCE,Fifth Street Finance Corp.,25.16,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fsce
FAC,First Acceptance Corporation,1.08,44495842.32,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/fac
FAF,First American Corporation (The),48.49,5368870745.55,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/faf
FBP,First BanCorp.,5.72,1235472249.44,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fbp
FCFS,"First Cash, Inc.",58.9,2810706233,n/a,1991,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/fcfs
FCF,First Commonwealth Financial Corporation,12.77,1244807328.03,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcf
FDC,First Data Corporation,18.16,16761358731.44,n/a,2015,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/fdc
FHN,First Horizon National Corporation,17.37,4067111052.18,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fhn
FHN^A,First Horizon National Corporation,25.7178,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fhn^a
FR,"First Industrial Realty Trust, Inc.",30.48,3652875447.6,n/a,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/fr
AG,First Majestic Silver Corp.,6.48,1070126938.08,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ag
FPO,First Potomac Realty Trust,11.1,652019938.5,n/a,2003,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/fpo
FRC,FIRST REPUBLIC BANK,98.15,15433177355.05,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frc
FRC^C,FIRST REPUBLIC BANK,25.41,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frc^c
FRC^D,FIRST REPUBLIC BANK,25.62,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frc^d
FRC^E,FIRST REPUBLIC BANK,26.9,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frc^e
FRC^F,FIRST REPUBLIC BANK,26.6181,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frc^f
FRC^G,FIRST REPUBLIC BANK,26.5678,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frc^g
FRC^H,FIRST REPUBLIC BANK,25.1,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frc^h
FFA,First Trust,14.73,294204705.72,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/ffa
FMY,First Trust,14.29,60205413.35,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/fmy
FDEU,First Trust Dynamic Europe Equity Income Fund,18.4,317067107.2,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/fdeu
FIF,First Trust Energy Infrastructure Fund,17.949,315009185.964,n/a,2011,n/a,n/a,http://www.nasdaq.com/symbol/fif
FSD,First Trust High Income Long Short Fund,16.93,507005368.01,n/a,2010,n/a,n/a,http://www.nasdaq.com/symbol/fsd
FPF,First Trust Intermediate Duration Preferred & Income Fund,24.69,1500312465.93,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/fpf
FEI           ,First Trust MLP and Energy Income Fund,14.96,682516369.92,n/a,1984,n/a,n/a,http://www.nasdaq.com/symbol/fei
FPL,First Trust New Opportunities MLP & Energy Fund,12.18,297338293.98,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/fpl
FIV,First Trust Senior Floating Rate 2022 Target Term Fund,9.7967,350995609.1881,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/fiv
FCT,First Trust Senior Floating Rate Income Fund II,13.28,354535920.96,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/fct
FGB,First Trust Specialty Finance and Financial Opportunities Fund,6.85,98234185.45,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/fgb
FHY,First Trust Strategic High Income Fund II,13.74,112671641.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fhy
FEO,First Trust/Aberdeen Emerging Opportunity Fund,17.11,88616916.17,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/feo
FAM,First Trust/Aberdeen Global Opportunity Income Fund,11.8,152813976.6,n/a,2006,n/a,n/a,http://www.nasdaq.com/symbol/fam
FE,FirstEnergy Corporation,32.69,14524312666.64,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/fe
FIT,"Fitbit, Inc.",5.73,1334701723.74,n/a,2015,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/fit
OAKS,Five Oaks Investment Corp.,4.09,90549565.22,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/oaks
OAKS^A,Five Oaks Investment Corp.,24.6399,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/oaks^a
FPH,"Five Point Holdings, LLC",13.99,871327208.55,n/a,2017,Finance,Real Estate,http://www.nasdaq.com/symbol/fph
FBC,"Flagstar Bancorp, Inc.",32.01,1829744064.39,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fbc
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,26.12,500414482.56,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/dfp
PFD,Flaherty & Crumrine Preferred Income Fund Incorporated,14.82,165374231.1,n/a,1991,n/a,n/a,http://www.nasdaq.com/symbol/pfd
PFO,Flaherty & Crumrine Preferred Income Opportunity Fund Inc,11.99,149780159.1,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/pfo
FFC,Flaherty & Crumrine Preferred Securities Income Fund Inc,21.09,931137103.05,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/ffc
FLC,Flaherty & Crumrine Total Return Fund Inc,21.41,213203006.64,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/flc
FLT,"FleetCor Technologies, Inc.",142.43,13086295205.12,n/a,2010,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/flt
FND,"Floor & Decor Holdings, Inc.",34.16,3223306343.6,n/a,2017,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/fnd
FTK,"Flotek Industries, Inc.",5.47,313609978.4,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ftk
FLO,"Flowers Foods, Inc.",17.72,3709585815.84,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/flo
FLS,Flowserve Corporation,38.41,5017785914.08,n/a,n/a,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/fls
FLR,Fluor Corporation,37.77,5283973710.15,n/a,n/a,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/flr
FLY,Fly Leasing Limited,13.2,398309590.8,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/fly
FMC,FMC Corporation,84.3,11307023445.6,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/fmc
FMX,Fomento Economico Mexicano S.A.B. de C.V.,100.32,35896765940.64,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/fmx
FL,"Foot Locker, Inc.",35.88,4711163623.92,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/fl
F,Ford Motor Company,10.82,42207771163.3,n/a,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/f
FELP,Foresight Energy LP,4,569559464,n/a,2014,Energy,Coal Mining,http://www.nasdaq.com/symbol/felp
FCE.A,"Forest City Realty Trust, Inc.",n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fce.a
FOR,Forestar Group Inc,17.1,717084242.1,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/for
FTS,Fortis Inc.,36.81,15382358702.82,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/fts
FTV,Fortive Corporation,64.69,22453997716.94,n/a,2016,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ftv
FIG,Fortress Investment Group LLC,7.97,3096944718.59,n/a,2007,Finance,Investment Managers,http://www.nasdaq.com/symbol/fig
FTAI,Fortress Transportation and Infrastructure Investors LLC,17.24,1306148499.76,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/ftai
FSM,Fortuna Silver Mines Inc.,4.55,725556117.65,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/fsm
FBHS,"Fortune Brands Home & Security, Inc.",62.35,9602577183.35,n/a,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/fbhs
FET,"Forum Energy Technologies, Inc.",10.55,1018924285.55,n/a,2012,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/fet
FBM,"Foundation Building Materials, Inc.",11.88,509241035.16,n/a,2017,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/fbm
FCPT,"Four Corners Property Trust, Inc.",25.35,1551261638.55,n/a,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/fcpt
FNV,Franco-Nevada Corporation,79.58,14479696550.16,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/fnv
FC,Franklin Covey Company,18.45,255707442.9,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/fc
FSB,"Franklin Financial Network, Inc.",33.3,439005222,n/a,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/fsb
BEN,"Franklin Resources, Inc.",42.67,23797118481.98,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/ben
FT,Franklin Universal Trust,7.25,182206231.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ft
FI,Frank&#39;s International N.V.,6.44,1436465003.68,n/a,2013,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/fi
FCX,"Freeport-McMoran, Inc.",15.29,22129329870.78,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/fcx
FMS,Fresenius Medical Care Corporation,46.97,28826529103.68,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/fms
FDP,"Fresh Del Monte Produce, Inc.",46.87,2348636202.08,n/a,1997,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/fdp
FRO,Frontline Ltd.,5.62,954328400.88,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/fro
FSIC,FS Investment Corporation,8.25,2027234682,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/fsic
FCN,"FTI Consulting, Inc.",33.23,1314002292.73,n/a,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/fcn
FF,FutureFuel Corp.,13.48,589749595.6,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ff
GCV,"Gabelli Convertible and Income Securities Fund, Inc. (The)",5.4511,76748762.45,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gcv
GCV^B,"Gabelli Convertible and Income Securities Fund, Inc. (The)",26.82,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gcv^b
GDV,Gabelli Dividend,21.54,1775594456.04,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/gdv
GDV^A,Gabelli Dividend,26.71,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gdv^a
GDV^D,Gabelli Dividend,26.9049,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gdv^d
GDV^G,Gabelli Dividend,25.82,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gdv^g
GAB,"Gabelli Equity Trust, Inc. (The)",6.24,1368058635.84,n/a,1986,n/a,n/a,http://www.nasdaq.com/symbol/gab
GAB^D,"Gabelli Equity Trust, Inc. (The)",26.43,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gab^d
GAB^G,"Gabelli Equity Trust, Inc. (The)",25.01,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gab^g
GAB^H,"Gabelli Equity Trust, Inc. (The)",25.1499,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gab^h
GAB^J,"Gabelli Equity Trust, Inc. (The)",25.85,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gab^j
GGZ,Gabelli Global Small and Mid Cap Value Trust (The),12.47,97193935.87,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/ggz
GGZ^A,Gabelli Global Small and Mid Cap Value Trust (The),25.6616,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ggz^a
GGT,Gabelli Multi-Media Trust Inc. (The),9.21,223878632.52,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ggt
GGT^B,Gabelli Multi-Media Trust Inc. (The),26.7401,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ggt^b
GUT,Gabelli Utility Trust (The),7.02,304651053.72,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gut
GUT^A,Gabelli Utility Trust (The),25.8588,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gut^a
GUT^C,Gabelli Utility Trust (The),25.7918,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gut^c
GFA,Gafisa SA,7.35,103047595.35,n/a,2007,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/gfa
GCAP,"GAIN Capital Holdings, Inc.",6.38,301402843.5,n/a,2010,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/gcap
GBL,"Gamco Investors, Inc.",29.62,867892421.04,n/a,1999,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/gbl
GNT,"GAMCO Natural Resources, Gold & Income Tust ",6.95,145010485.1,n/a,2011,n/a,n/a,http://www.nasdaq.com/symbol/gnt
GME,Gamestop Corporation,19.4,1964518030.4,n/a,2002,Consumer Services,Electronics Distribution,http://www.nasdaq.com/symbol/gme
GPS,"Gap, Inc. (The)",23.77,9317840000,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/gps
GDI,"Gardner Denver Holdings, Inc.",22.98,4503028619.04,n/a,2017,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/gdi
IT,"Gartner, Inc.",118.75,10758435075,n/a,1993,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/it
GLOG,GasLog LP.,17,1370672005,n/a,2012,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/glog
GLOG^A,GasLog LP.,26.175,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/glog^a
GLOP,GasLog Partners LP,23.5,927424938.5,n/a,2014,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/glop
GLOP^A,GasLog Partners LP,26.4003,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/glop^a
GATX,GATX Corporation,61.06,2363022000,n/a,n/a,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/gatx
GMTA,GATX Corporation,26.5,0,n/a,2016,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/gmta
GZT,Gazit-Globe Ltd.,9.93,1952212251.51,n/a,2011,Finance,Real Estate,http://www.nasdaq.com/symbol/gzt
GCP,GCP Applied Technologies Inc.,27.75,1987140370.5,n/a,2016,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/gcp
GNK,Genco Shipping & Trading Limited Warrants Expiring 12/31/2021 ,13.87,477607042.06,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/gnk
GNRT,"Gener8 Maritime, Inc.",4.71,390877935.66,n/a,2015,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/gnrt
GNRC,Generac Holdlings Inc.,38.59,2398409212.45,n/a,2010,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/gnrc
GAM,"General American Investors, Inc.",34.43,923117810.34,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gam
